ID,text,label
TXT01506,"RT @ceHWPFKm3FbD2JSVOxMSMCZN39sMNayQKbp+0K5s7w0= Anak sy di SMP term 3 ini projectnya membuat visi misi rancangan pembangunan nasional. Jd dia baca visi misi 3 capres, nonton video desak Anies n dialog kadin d YouTube. Ini bagus utk melatih anak berpikir kritis n mengasah kemampuannya dlm berdebat n mengungkapkan pendapatnya. [RE LChandayani]",Sosial Budaya
TXT01507,"Program Internet Gratis Ganjar membawa banyak kemaslahatan, salah satunya dalam bidang pendidikan. Dengan adanya fasilitas internet merata, mudah dan cepat membuat pelajar lebih berkreasi dalam mengembangkan bakat serta minatnya. Pun membantu mereka untuk memperoleh sumber informasi guna menambah literasi dan pengetahuannya. #GanjarMahfud2024",Sosial Budaya
TXT01508,"RT Hal-hal seperti ini cukup menggambarkan apa yang akan terjadi jika Prabowo-Gibran berkuasa. Tak akan peduli apa itu etik, moral, hukum. Semua yang menghalangi akan dilibas. https://t.co/5QqtCqQq78 [RE UyokBack]",Politik
TXT01509,RT K-Popers Berencana Kirim Food Truck untuk Anies Baswedan di Acara Desak Anies https://t.co/xp14zfSsTw #TempoSeleb [RE tempodotco],Ekonomi
TXT01510,RT Gibran mocked Muhaimin for bringing (and reading) notes. What's the problem with having papers and data in your hand during a debate? Does he remember his partner got flamed by Ganjar just because he was well-prepared with a whole binder? [RE WAPamungkas],Politik
TXT01511,@TaMJoOLodMKkoLGb6D7kQt0Xu9UOcQLMRZLaYsmTms8= Ga capek urus Prabowo? Mending urus Ganjar noh,Sumber Daya Alam
TXT01512,"@jHYf5VS9YAmbm1Rw/7PdQcW2dam/iuY5hmybtBKzfcY= @flXjIBwKfFY8t94j9puMXKfrgigF/rzY0nPge89VSj8= Dalam revitalisasi pasar, Anies Baswedan berjanji untuk memberikan sentuhan modern tanpa kehilangan esensi budaya lokal yang kental.",Sosial Budaya
TXT01513,Mas Ganjar adalah pemimpin yang memahami bahwa pendidikan adalah investasi jangka panjang untuk kemajuan bangsa. @RpPUvopL2IX8lsfL1eG91FNhWc9uivxiqEqnvzC2klA= #GanjarMahfud2024 #3MandatGanjarMahfud #L3bihbaik https://t.co/dMiPeK9C95,Ideologi
TXT01514,RT Ganjar Janjikan Teknologi untuk Anak Muda yang Ingin Bertani https://t.co/TSbyUTeApe #TempoNasional [RE tempodotco],Politik
TXT01515,RT Prabowo Sindir Anies Sambil Pamer Riwayat Sekolah di Luar Negeri: Sorry Ye https://t.co/bNBco3uU5l [RE tvOneNews],Politik
TXT01516,Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD tawarkan solusi pintar buat ekonomi desa yang lebih baik. #JNK #GanjarPranowoPilihanUmat https://t.co/SaB06q492o,Ekonomi
TXT01517,Jauh dari kebenaran! Pak Ganjar Pranowo tak pernah singkirkan bansos. Terobosan KTP sakti akan berdayakan masyarakat. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/uTdjvluV1D,Politik
TXT01518,"RT Koneksi internet menjadi kebutuhan pokok bagi masyarakat Indonesia dalam menjalankan aktivitas sehari-hari. Paslon 03 Ganjar-Mahfud menegaskan komitmennya untuk menghadirkan Internet yang Kuat, Cepat, dan Murah bagi seluruh masyarakat Indonesia #GanjarMahfud2024 #SahabatGanjar https://t.co/2nHevQ0fHr [RE twuicei]",Ekonomi
TXT01519,Pak Ganjar dan Prof Mahfud memperoleh dukungan luas karena keberanian mereka dalam menghadapi dinamika g3opolitik yang tidak terduga @oykGYdaFYBKvWXjXN2nlVXJgtQjBeR7nBLD5UiBobIc= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/qLVALTCMZa,Politik
TXT01520,"@q8TDApV/vEiSvetXASFKRsfwzz01XefBUcAK0xwe4rQ= Ini korbannya masih dirawat di RS. Boyolali, jadi Mari kita edukasi masyarakat dg data dan fakta bukan main hakim sendiri, Republika Indonesia bukan negara tangan besi, ini yg kami takutkan kalau @1bHqMx7+UgmF",Ideologi
TXT01521,"Kepemimpinan responsif Mas Ganjar terlihat jelas dalam debat ini. Fokus pada pendidikan, kesehatan, dan kesempatan kerja. Mantap! @ydb1bJybHXzrzCwtNPAQmZtZnclkSVVIdlAyP7gx+Z4= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/xFDXcFghXZ",Politik
TXT01522,"RT Deputi Politik 5.0 Tim Pemenangan Nasional (TPN) Ganjar-Mahfud, Andi Widjajanto,pa @oCsAJscbGftv62vPsayC6PPU6Cyjq7mFKzHJbatWS5U= juga sudh memaprkn pas debat ke tiga tentang indeks,pertahanan,keamanan,bgtu juga hubungn kita di dunia global,pada dsarnya kita di mata global kita ada penurun. #GanjarMahfud2024 #DuluJokowiSekarangGanjar #coblos3 [RE veraagustian_]",Politik
TXT01523,"RT Sila simak statement bang @1zg1PTxuYP1jp+C19rL8nUssz3Zi/I5MUOMAzL4uYCw= yes Pasca Debat Ketiga, Anies Dapat Sentimen Positif Tertinggi #AMINAjaDulu #AniesMuhaimin2024 https://t.co/lrL4UsA6DK [RE Mdy_Asmara1701]",Politik
TXT01524,"RT @tUW6OatXSF564Q/B3teu9vWjlsjAs6bdZrPu9jj3FjY= Karena polarisasi, politik identitas yg disematkan ke Pak Anies itu adalah jualannya orgÃ‚Â² yg tak punya gagasan dan tak mampu bersaing secara sehat. Singkatnya, kemampuan mereka ya cuma itu. [RE BenciKedzaliman]",Politik
TXT01525,Masa depan yang cerah dengan kebersamaan keumatan. #JNK solid mendukung Ganjar Pranowo dan Mahfud MD di pilpres mendatang.#GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/n01ox4lKim,Politik
TXT01526,"RT Test Ombak, Rabu, 14 Februari 2024 tetap solid ya kita pilih pasangan calon Presiden RI No urut 01 Anies-Muhaimin? Kalau solid Monggo di retweet &amp; Like. Oh, iya...Kalau ada Abah Anies ngapain pula kita pilih lainnya ? https://t.co/FpsWRBVMGb [RE putrisakera]",Ideologi
TXT01527,RT @Dn0LwxsRNHGVsKA6rIanKWuwONpmrRODNbXWEiq1CK8= @+4l82Vxxe6J4eQ6/zbvlcfmxVlxtqEfuUhfl58OawH8= Anies did what he should do. Triliunan Rupiah harusnya dialokasikan untuk mempertahankan kedaulatan negara dan jg untuk keamanan dalam dan luar negeri. I know how it feels for him #DebatCapres #DebatCapres2024 [RE kinu_unik],Pertahanan dan Keamanan
TXT01528,"@xzKqsfhHMxjjJLAErxR2nUXesB1zBGQj0CyL0yuqJtE= Judul beritanya aja yg di Newsweek kalo diartiin itu ""Sang Mantan Jenderal (Prabowo) yg berencana membuat Negara Muslim Terbesar menjadi Negara Adidaya Dunia""",Ideologi
TXT01529,Capres Cawapres Ganjar Pranowo dan Mahfud MD berpesan agar kita semua terus menjaga Konstitusi atau aturan dasar negara sebagai landasan bangsa.#GanjarPranowoPilihanUmat https://t.co/u7dnajrGJO,Ideologi
TXT01530,RT prabowo thrifting alutsista di mana yaa? pasar santa kali yaa? coba saya search Ã¢Â€Âœprabowo santaÃ¢Â€Â ahÃ¢Â€Â¦ [RE faireuse],Politik
TXT01531,@fT4cJWCMzY+Y02uXN/HvWJm2L+moeyh7gLbimFXLn+U= @FlPgwK7U3tWROnzkJI9w2sGor0xMVWozaXDfpk4SJPU= Semangat rakyat dukung Prabowo semakin tak terbendung. #02MenangkanHatiRakyat KitaSelaluAda UntukPragibs,Politik
TXT01532,"RT Berarti yg diberi makan oleh Prabowo itu berhasil membuktikan bhw dia bukan Anjing, sbb jika dia Anjing meskipun majikannya berbuat sesuka hatinya, mengumbar syahwat kekuasaannya maka anjing itu akan tetap setia. [RE NenkMonica]",Politik
TXT01533,RT @Vvq4Z3rO6T/KbZy5SUhoCc/4l1/eCjnwt+PfZl6DR9M= Pak @LM5v+LrGkE3MHVob6z2axGSDyYwEZVR6j/iDAcL4N68= tolong sampaikan ke Pak Anies selain hapus diskriminasi usia di lowongan kerja juga sekaligus diskriminasi usia di pendidikan khususnya tes masuk kampus negeri. Kasian anak2 yg baru bisa kuliah setelah nabung dari hasil kerja lulus SMA Ã°ÂŸÂ™ÂÃ°ÂŸÂÂ¼Ã°ÂŸÂ¥Â² [RE trisqe],Sosial Budaya
TXT01534,"Dengan Capres Ganjar Pranowo, kita yakin bahwa perubahan nyata menuju pemerintahan yang bersih bisa terwujud.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/hlN969ZpWR",Politik
TXT01535,"RT Hasil Survei Bloomberg: Anies Sosok Tepat Presiden Indonesia Ganti Jokowi, Prabowo dan Ganjar Cuma Hiasan di Pilpres 2024? https://t.co/NMiUapmVkW [RE tvOneNews]",Politik
TXT01536,@5EWqmZ5mNROymRHyqd0aduvN998UKBqp4kA5UJo4gHI= Yakin sama beliau sih karena kan pak prabowo paham sama pertahanan negara sejak dulu #02PahamPertahananNegara,Pertahanan dan Keamanan
TXT01537,RT Desak Anies Ambon di pinggir pantai Baby Indah Beach terasa spesial! Banyak aspirasi yang muncul tentang bagaimana menghidupkan wilayah timur Indonesia dengan berbagai potensinya. https://t.co/2xFYZY0LG0 [RE aniesbaswedan],Sosial Budaya
TXT01538,"RT Harapan warga kampung bayam, yg sempat terusir, kemudian dibangun lagi pemukimannya dan diresmikan oleh abah Anies, namun hingga kini mereka tidak bisa menempatinya... ditelantarkan, bahkan dipolisikan...Ã°ÂŸÂ˜Â” https://t.co/M6ficBFk6f [RE toe_giman]",Sosial Budaya
TXT01539,Capres Ganjar Pranowo punya rencana besar! Dia bakal bersinergi sama perguruan tinggi buat program yang membawa perubahan positif. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/L8MREZKfXz,Politik
TXT01540,Calon Presiden RI No Urut 3 Ganjar Pranowo mengajak masyarakat untuk bersama-sama mengawal Konstitusi atau aturan dasar negara.#GanjarPranowoPilihanUmat https://t.co/CceH1HAOyb,Ideologi
TXT01541,"RT @cFhz7fhrHu3xHU/NYuX0RZxOKTGi8gFIjelAOTpfabQ= ""Bansos itu dibeli dgn uang pajak. Uang pajak yg didapat dari rakyat Indonesia. Bansos itu dari rakyat Indonesia yg sdh bisa membayar pajak (ditujukan) kepada mereka yg belum sejahtera. Jangan pernah bansos itu diklaim sebagai bantuan pribadi"". -Anies Baswedan- Desak Anies Sumbar [RE reefrangga]",Sosial Budaya
TXT01542,RT Viralkan! biar rakyat kecil paham apa yang diperjuangkan Pak Anies dengan visinya membangun KESETARAAN untuk Indonesia yang lebih Adil! #AMINAjaDulu https://t.co/hJQSShz2Qb [RE mapedos01],Politik
TXT01543,RT Sangat terganggu dg kampanye susu (sapi) Prabowo-Gibran. Ini bbrp alasanku: 1. Mementahkan kebijakan gizi pemerintah yg sudah baik (kampanye gizi seimbang) 2. Membangkitkan kampanye gizi kuno empat sehat lima sempurna yg sdh ditinggalkan https://t.co/c4exkWjaWr [RE evimsofian],Politik
TXT01544,"@YOSOPhGsd9z0sAD6y/JImM2su9xko6zpsBvL2yCmFxA= @imDgwxAkPd9qxtsZFhpV8OQyx7aHXopMBjU/o8yq27Y= Komitmen Prabowo terhadap peningkatan akses pendidikan di daerah terpencil menunjukkan kepeduliannya terhadap setiap anak bangsa, tanpa terkecuali.",Sosial Budaya
TXT01545,"@YWDt8QZ54Z4k0wBFIea2gdWAIOHmCdJ//i+2ocxS/os= I fell u bu ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â¢ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â¢. Meskipun sy bkn wrg Jkt, tp sy bisa merasakan betapa sulitnya beban hdp skr. Apalg bantuan dr pemerintah yg dl jaman Pak Anies ada skr di tiadakan sama suheru. Smg",Sosial Budaya
TXT01546,"RT Is it true that Anies-MuhaiminÃ¢Â€Â™s vision and mission talk a lot about environment and ecology? Gen Z and Millenials, letÃ¢Â€Â™s find out together! https://t.co/HaT5eiulaP [RE RPKIndonesia]",Sosial Budaya
TXT01547,RT Bulan januari ini serangan dari kubu @bkizsSgJrORCWhXiGl9F7NYuy7HI92WToOm59Sv6K6w= dkk akan semakin sengit termasuk doxxing akun akun sosmed Kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka Jangan biarkan 02 berkuasa !! Asal Bukan Prabowo [RE partaimedsos45],Pertahanan dan Keamanan
TXT01548,"RT Menhan Prabowo Habiskan Rp 693 T dalam 5 Tahun, Ini Alutsista yang Dibelinya. #newsupdate #news #update #text https://t.co/P8eOGTPrv8 [RE kumparan]",Politik
TXT01549,"Joget-joget bisa menyenangkan, tapi pemuda juga perlu program-program yang memberikan solusi nyata.Seperti Program dari Pasangan Capres Ganjar Pranowo Mahfud MD. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",Politik
TXT01550,Pasangan Duet Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk Indonesia!JN18c1 #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/3t2Hzew5hE,Politik
TXT01551,"RT 90 Persen Petani dan Nelayan Terlilit Pinjaman, Prabowo-Gibran Bakal Luncurkan Program Pemutihan Utang https://t.co/bg1s4acyZq [RE tvOneNews]",Politik
TXT01552,@WFowNbMWibvGGzlMnz8IrU0e62Se6c0S1yI7P0Cyiaw= Tentu! Keterlibatan panelis debat yang dihadiri oleh Anies Baswedan tidak menjadi masalah bagi Anies.,Politik
TXT01553,"Brosis, tanggal 14 Februari ini bukan cuma buat couple, tapi juga buat kita nyoblos, yuk pilih Capres Ganjar Pranowo. #JNK #GanjarPranowoPilihanUmat #GanjarMahfudRebound https://t.co/vLlbMwzqMv",Politik
TXT01554,RT Artis Cici Paramida saja dukung Anies - Muhaimin masak kamu enggak seh... #AMINAjaDulu #AniesMuhaimin2024 https://t.co/uC7SYfxsoH [RE BangPino__],Politik
TXT01555,Para prajurit kita adalah pilar pertahanan kita. Mari hormati mereka. GARA-GARA PRABOWO #kodekita08 #MenataMasaDepan https://t.co/tsnwsspVrJ,Pertahanan dan Keamanan
TXT01556,"RT Saya nonton semua Paslon ketika audiensi dgn Kadin. Selaku mantan gubernur, Ganjar dan Anies sangat rinci menjawab isu-isu praksis yg disodorkan. Prabowo? Maaf, saya harus jujur: dia ndak layak jadi presiden. Ratusan juta rakyat Indonesia ndak boleh jadi tumbal pemimpin dagelan. [RE islah_bahrawi]",Politik
TXT01557,"RT Allah sedang membuka siapa mereka sebenarnya : 1) Oligarki (dikoordinir Boy Thohir-Kakak MenBUMN) : Dukung 02. 2) Prabowo : kalah 2x krn tdk ""menghadap"" Oligarki pdkg Jokowi 3) Jokowi : Presiden boleh kampanye Artinya : Pasangan 02 adlh Capresnya OLIGARKI lanjutan Jokowi [RE msaid_didu]",Politik
TXT01558,"RT Point 1 Kasus SARA di Jakarta terjadi karena ulah ahok... sebagai mayoritas, ummat Islam gak pernah memusuhi ummat agama lain... Point 2 Apa hak anda menilai agama lain radikal...? Point 3 Berbagai tokoh agama memberikan apresiasi kepada Gubernur DKI Jakarta Anies Baswedan... bukti gak ada diskriminasi... Point 4 Mengucapkan Selamat Natal haram hukumnya dalam agama Islam... makanya ummat Islam selalu mengucapkan selamat merayakan Hari Natal... Point 5 Apa yang dimaksudkan dengan kelompok2 yang menakutkan...? kerusuhan 1998 bukan disebabkan oleh ormas Islam...! Kesimpulan : Melihat tuntutan2 yang anda ajukan, saya menyimpulkan anda adalah orang yang intoleran & gak bisa menerima perbedaan... [RE ferizandra]",Sosial Budaya
TXT01559,RT Prabowo Cinta Rakyat Menhan Prabowo Lepas Bantuan Indonesia ke Palestina: Bukti RI Dukung Rakyat Palestina - Kompas TV https://t.co/SDbq2jTF6V #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE RondangKomariah],Politik
TXT01560,RT Bulan januari ini serangan dari kubu @VmC+/5665gc9bkuy+NWJxwdh2OZVQSvYeK6rZFvjYRU= dkk akan semakin sengit termasuk doxxing akun akun sosmed Kita berharap cepu di grup login tertutup membagikan informasi kepada kita agar kita bisa counter serangan mereka Jangan biarkan 02 berkuasa !! Asal Bukan Prabowo [RE partaimedsos45],Pertahanan dan Keamanan
TXT01561,"RT Desak Anies Purwokerto Sukses Digelar Dadakan, Anies Baswedan: Siapa yang Lebih Sat-set? https://t.co/qvsy4TyLa3 [RE OposisiCerdas]",Politik
TXT01562,"RT Calon presiden Indonesia nomor urut tiga, Ganjar Pranowo, #GanjarMahfud2024 telah meluncurkan program ambisius ""Lulus Sekolah Pasti Kerja"" dalam rangka mempersiapkan sumber daya manusia yang unggul. #SahabatGanjar https://t.co/OTl4wBQiKl [RE LArismi11]",Politik
TXT01563,"@w1ipdbhNp+sRet+j1mbytSa9jhINbcqs8+CCrfzJjHQ= Di desa2 kebtuhan pangan bsalah diambil dr alam,tp utk kebtuhan internet yg dpt mnunjang khidupan warga desa agar bsa setara dg kota pstinya Internet jauh lbih dibutuhkan drpd skedar makan siang gratis. Bknkah",Sumber Daya Alam
TXT01564,Dedikasi Prabowo untuk kemajuan Indonesia adalah bukti nyata dari keberpihakannya pada rakyat. #02UntukMelanjutkan BuktiNyata TiadaHenti https://t.co/RL6Z7pg1RV,Politik
TXT01565,"Ganjar Pranowo, membuat solusi cerdas untuk pertanian Indonesia! Kuota pupuk diperluas agar hasil panen lebih berkualitas. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/GhHhFsBlz0",Ekonomi
TXT01566,"Ganjar Pranowo - Mahfud MD pro petani &amp; nelayan Selain berkomitmen utk menghapus kredit macet para petani &amp; nelayan kecil, Ganjar-Mahfud jg akan memfasilitasi pelatihan, memberi pendampingan serta memberikan alat bantu tangkap atau subsidi solar untuk para nelayan. #RembuGanjar https://t.co/yFWqqkxXPk",Sumber Daya Alam
TXT01567,"Capres Cawapres Ganjar Pranowo dan Mahfud MD, mari bersama kita bantu nelayan menemukan jalan keluar dari kredit macet. #NelayanKeluar #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/9t7S0DmSMW",Politik
TXT01568,"RT Salam. Maaf pak, saya berbeda pendapat. IMO, apa yg diungkapkan pak @xLKHdcdM9P7NH6vUyKNNjFDJHKPRztyNc2+JbVWQnm4= adalah valid, bukan agenda setting utk mendegradasi Anies. Sbg orang di lingkaran @uceIAA7huPQugdPa8S10N8a6yuudwVB6C9nCgPfdgcM= saya sependapat dgn respon Pak @vzwHzT1Itf8XWnd7Erv2OtiaAqlaogqZU82zmi5NvlI= dan yg lain, yg saya rasa tidaklah berlebihan. Menyebut China kafir dgn tone dan konteks spt ini sangat ofensif, merugikan bagi #PersatuanIndonesia yang harusnya kita jaga. [RE berlianidris]",Politik
TXT01569,"RT Makna Kolaborasi dari Kacamata Anies Baswedan Malam ini, saya ingin menceritakan makna ""kolaborasi"" yang menjadi city branding dari kota @F+TFutTwvmkOK+38ORyyzjJnsLTC79HrytBewWMoWH0= Bagi pak @fdJwFCeQhODyI1Wx87PoEMV2PSsj2eVFuQu12QWo064= kolaborasi sejatinya bukan konsep asing yang baru dikenal oleh bangsa Indonesia. Sebuah Utas https://t.co/xLOjRgLE2p [RE SamiUsamah]",Sosial Budaya
TXT01570,RT Kami Ada dan Nyata. Karangan2 bunga berdatangan dari para relawan pak Ganjar Mahfud untuk rekannya yang kemarin jadi korban penganiayaan oknum aparat. https://t.co/mE3ensdXfv [RE SahabatSaber],Sosial Budaya
TXT01571,RT Rekam jejak Pak Anies dan Pak Ganjar sebagai Gubernur boleh dipertanyakan. Kalo rekam jejak Pak Menhan yg masih aktif jabatannya baiknya jangan disenggol. Rahasia negara. Gitu kali ye? Jangan dimarahin ye gue cuma warga biasa. [RE davidnurbianto],Politik
TXT01572,"RT Anies Kritik Pembelian Alutsista Bekas hingga Soroti Aset Prabowo saat Sampaikan Visi-Misi di Debat _____ Capres Nomor Urut 1 Anies Baswedan, Capres Nomor Urut 2 Prabowo Subianto, dan Capres Nomor Urut 3 Ganjar Pranowo mengikuti debat ketiga Pilpres 2024 pada Minggu (7/1/2024) di Istora Senayan, Jakarta. Anies sempat menyoroti soal cyber attack, TPPO, narkoba, food estate, hingga aset yang dimiliki Prabowo saat menyampaikan visi dan misi. Simak selengkapnya video berikut ini, dan temukan juga berbagai informasi terbaru lainnya hanya di https://t.co/PD51EQQXTz atau Kanal Youtube KompasTV #DebatCapres #Pemilu2024diKompasTV [RE KompasTV]",Politik
TXT01573,RT *Inilah pidato Anies Baswedan yg jarang diviralkan* Ã°ÂŸÂ¤Â²Ã°ÂŸÂ‘Â. *BenarÃ‚Â² pidato manusia waras.* Seorang sosok negarawan yg berfihak kepada rakyat Ã°ÂŸÂ‘Â #AMINAjaDulu Ã°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â© https://t.co/BZVkmACEur [RE 21_mozza],Sosial Budaya
TXT01574,RT Ganjar Pranowo dan Mahfud MD menyatakan bakal menerapkan sistem Ã¢Â€Â˜Satu Data IndonesiaÃ¢Â€Â™ bagi masyarakat indonesia untuk memudahkan dalam hal pelayanan dan melayani.Ganjar Mahfud M3nang. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK #TemanAlamGanjar #AtikohIbuNegara #Apri0601 https://t.co/2gT2bn68K6 [RE albertanicete],Politik
TXT01575,RT Jawaban menohok abah @k/5NGVpwREJYSWLamabSSiyPsBX6m2Fy+JkXgbR72vg= soal kenapa orang kaya lebih mendukung Paslon sebelah. Simak yuk Desak Anies di purwokerto https://t.co/L5mlVD6Tl5 [RE LANGKAHANIES],Politik
TXT01576,RT Prabowo is pro genocide if he's suggesting Gaza is being bombarded just because they're weak. Learn history please #DebatCapres [RE archaludons],Politik
TXT01577,"RT #AsalBukanPelanggarHAM mesti diarahkan di satu paslon untuk benar2 bisa efektif menghalangi Prabowo ke puncak kekuasaan. Saya mengajak memilih @kgQ77svPawbaBNFMi75DyZfj5Cz5NzbRv1c4ZteUvVg= dgn segala kekurangan &amp; resikonya. Nah, soal resiko2 &amp; ribut2 seputar aktivisme, kita ributkan setelah Anies menang aja. [RE MurtadhoRoy]",Politik
TXT01578,RT Ketua TKN Prabowo-Gibran tetap optimis bahwa Prabowo-Gibran akan menang dalam satu putaran karena dukungan masyarakat yang terus bertambah. #FaktaBaruPrabowo https://t.co/s6IoCZU8Q1 [RE Anggita_Naylin],Politik
TXT01579,"RT @AXmV+8J/oXyP84iB/qpvLMpv3XCLRpBQ4y6pAFk9J78= RK bilang pendukung kubu Anies mayoritas datang dari kalangan berpendidikan menengah ke atas, sementara pendukung badut gemoi dtg dari kalangan low educated.  https://t.co/sCaApyQZtq [RE kucingtuabangka]",Demografi
TXT01580,Survei ini dilakukan pada 17-23 Desember 2023 terhadap 1.200 responden yang telah berusia 17 tahun atau sudah menikah yang memiliki hak pilih. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto,Politik
TXT01581,"RT @dbQGm3vDWxwsEH997UL7CXGYG40YlWJw8SCNE/oWHMM= @j4blnMLswhS7fJ8ue5UNOBVfdOcmtDbAa/GPYHSTRHE= @CYMC4RASfnY+ghrWaNT/EAywGnJn68glN32P6sXqAbQ= Kalimat ini seolah bijak, tapi tidak tepat. Rival politik biarlah jadi oposisi, jangan diajak masuk kekuasaan namun kemudian disandera dengan aneka kepentingan. Sudah lelah kita melihat oposisi yang lemah. Keseimbangan itu penting. [RE afifahafra79]",Politik
TXT01582,"RT Di Sorong Papua , Pak Anies mengunjungi Masjid &amp; Yayasan Islamic Center HJ Aliyyah Baswedan yg didirikan sejak 2009 Oleh Ibunya Pak Anies. Dibangun diatas Batu yg didatangkan dari Gaza yg Berlumuran Darah Para Suhada Palestina. https://t.co/Ud4alRHmPC [RE ronaldy596]",Sosial Budaya
TXT01583,RT Kendari Keren bosque Ã°ÂŸÂ˜ÂŽ Luar biasa sambutan terhadap Pak Anies Baswedan Ã°ÂŸÂ‘Â No 1 Menang Indonesia Adil dan Makmur untuk Semua terwujud #AMINAjaDulu #AniesMuhaimin2024 https://t.co/X0KexF0lia [RE Mdy_Asmara1701],Politik
TXT01584,"Paslon 03, Ganjar Pranowo, calon pemimpin yang peduli sama petani! Kuota pupuk ditambah buat pertanian yang lebih bagus. #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/izpwbkpqpm",Ekonomi
TXT01585,"RT Bertemu dengan para petani di Kabupaten Demak ,Jawa Tengah. Para petani di desa Wilalung Kecamatan Gajah terlihat antusias menyambut kedatangan mantan Gubernur Jawa Tengah tersebut. Dalam kesempatan tersebut para petani menyampaikan curhat ke Ganjar mulai dari persoalan air irigasi, kelangkaan pupuk, hingga utang kredit usaha rakyat untuk modal tanam. Menanggapinya, Ganjar berkomitmen akan menambah kuota pupuk. ""Ganjar Mahfud berkomitmen negara harus memenuhi kebutuhan pupuk petani. Untuk pendistribusiannya akan dilakukan melalui satu data KTP Sakti, agar tepat sasaran dan berjanji putihkan Hutang KUR Petani. Ã°ÂŸÂ¤ÂŸÃ°ÂŸÂ˜Â #GanjarMahfudSatset #GanjarMahfudM3nang [RE SimanjuntakElly]",Ekonomi
TXT01586,RT Presiden Jokowi meminta Komisi Pemilihan Umum (KPU) mengubah format debat calon presiden setelah Prabowo Subianto terpuruk. Jokowi tak lagi tanggung merusak pemilu sebagai satu anasir penting dalam demokrasi. Mengapa Jokowi masuk perangkapnya sendiri yang selama ini ia citrakan? #KoranTempo #Editorial [RE korantempo],Politik
TXT01587,"@LcPHMIfk/ukyo3qudBORom3FFtrNmhyC+FCR64QR83c= Lu cocok banget deh jd pendukung prabowo gibran. Hari ini playing victim, bsk berlagak jd orang bijak, lain hari ofensif, keluar aslinya. https://t.co/wD6Tasi7og",Politik
TXT01588,Capres Ganjar Pranowo berjanji untuk menuntut pelanggar Konstitusi atau aturan dasar negara di pengadilan.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/iW4u02jUE0,Ideologi
TXT01589,"RT Konflik laut Cina Selatan ,benarkah data Versi Pak Anies ?? Ayo kita Cari Faktanya apakah Pak Anies Cuma omon -omon ?? https://t.co/KLJTdid7gn [RE Yurissa_Samosir]",Politik
TXT01590,AHY Sebut Masyarakat Aceh Banyak Titipkan Harapan ke Prabowo Subianto.. kei PDemokrat AgusYudhoyono Demokrat S14P https://t.co/AgIGEuS7rz,Politik
TXT01591,"@VcNDMnfTdiA5hS3o96cGw96QY8SOgMiMkwyS9/nS2Mg= Pak anies,cak imin&amp;tiem tokoh2 yg sngat brkualitas. Kalau bangsa ini mau pulih dari kerusakan etika, fikiran&amp;moral.Yuk!! Saudaraq kt brsatu hantarkan mreka mmegang we2nang trtinggi d negara ini, sbelum",Politik
TXT01592,Ganjar-Mahfud punya rencana konkret untuk meningkatkan kualitas persenjataan tanah air. @E7s4L6b0uQTbfdlz6WyliOS3IstYd/B/HuMkunQi3Xg= #GanjarMahfudM3nangDebat #GanjarMahfud2024 #Coblos3 https://t.co/nNUmTy4SZ2,Pertahanan dan Keamanan
TXT01593,"Komitmen nyata: Prabowo - Gibran siap berikan makan siang gratis bagi anak-anak sekolah, sebuah langkah positif untuk pendidikan. dekade08",Sosial Budaya
